year,team,player,position,birthdate,college
1978,CLE,Robert Jackson,OG,4/1/1953,Duke  
1978,CLE,Joe Jones,DE,1/7/1948,Tennessee State  
1978,CLE,Ricky Jones,LB,3/9/1955,Tuskegee  
1978,CLE,Dave Logan,WR,2/2/1954,Colorado  
1978,CLE,Tom London,DB,6/15/1954,North Carolina State  
1978,CLE,Clay Matthews,LB,3/15/1956,Southern California  
1978,CLE,Cleo Miller,RB,9/5/1952,Arkansas-Pine Bluff  
1978,CLE,Mark Miller,QB,8/13/1956,Bowling Green  
1978,CLE,Mack Mitchell,DE,8/16/1952,Houston  
1978,CLE,Ozzie Newsome,TE,3/15/1956,Alabama  
1978,CLE,Gary Parris,TE,6/13/1950,Florida State  
1978,CLE,Tony Peters,DB,4/28/1953,Oklahoma  
1978,CLE,Greg Pruitt,RB,8/18/1951,Oklahoma  
1978,CLE,Mike Pruitt,RB,4/3/1954,Purdue  
1978,CLE,Randy Rich,DB,12/28/1953,New Mexico  
1978,CLE,Oscar Roan,TE,10/17/1951,Southern Methodist  
1978,CLE,Reggie Rucker,WR,9/21/1947,Boston University  
1978,CLE,Clarence Scott,DB,4/9/1949,Kansas State  
1978,CLE,Henry Sheppard,OG,11/12/1952,Southern Methodist  
1978,CLE,Jerry Sherk,DT,7/7/1948,Oklahoma State  
1978,CLE,Mickey Sims,DT,3/5/1955,South Carolina State  
1978,CLE,Brian Sipe,QB,8/8/1949,San Diego State  
1978,CLE,Mike St. Clair,DE,9/2/1953,Grambling  
1978,CLE,Gerry Sullivan,C,1/15/1952,Illinois  
1978,CLE,Tom Sullivan,RB,3/5/1950,Miami  
1978,CLE,Leo Tierney,C,1/28/1954,Georgia Tech  
1978,CLE,Jesse Turnbow,DT,10/8/1956,Tennessee  
1978,CLE,Keith Wright,WR,1/30/1956,Memphis  
1978,DAL,Benny Barnes,DB,3/3/1951,Stanford  
1978,DAL,Larry Bethea,DT,7/21/1956,Michigan State  
1978,DAL,Alois Blackwell,RB,11/12/1954,Houston  
1978,DAL,Bob Breunig,LB,7/4/1953,Arizona State  
1978,DAL,Larry Brinson,RB,6/6/1954,Florida  
1978,DAL,Guy Brown,LB,6/1/1955,Houston  
1978,DAL,Glenn Carano,QB,11/18/1955,Nevada-Las Vegas  
1978,DAL,Larry Cole,DE,11/15/1946,Hawaii  
1978,DAL,Jim Cooper,OT,9/28/1955,Temple  
1978,DAL,Doug Dennison,RB,12/18/1951,Kutztown  
1978,DAL,Pat Donovan,OT,7/1/1953,Stanford  
1978,DAL,Tony Dorsett,RB,4/7/1954,Pittsburgh  
1978,DAL,Billy Joe DuPree,TE,3/7/1950,Michigan State  
1978,DAL,John Fitzgerald,C,4/16/1948,Boston College  
1978,DAL,Andy Frederick,OT,7/25/1954,New Mexico  
1978,DAL,Cliff Harris,DB,11/12/1948,Ouachita Baptist  
1978,DAL,Mike Hegman,LB,1/17/1953,Tennessee State  
1978,DAL,Thomas Henderson,LB,3/1/1953,Langston  
1978,DAL,Tony Hill,WR,6/23/1956,Stanford  
1978,DAL,Randy Hughes,DB,4/3/1953,Oklahoma  
1978,DAL,Bruce Huther,LB,7/23/1954,New Hampshire  
1978,DAL,Butch Johnson,WR,5/28/1954,California-Riverside  
1978,DAL,Too Tall Jones,DE,2/23/1951,Tennessee State  
1978,DAL,Aaron Kyle,DB,4/6/1954,Wyoming  
1978,DAL,Scott Laidlaw,RB,2/17/1953,Stanford  
1978,DAL,Burton Lawless,OG,11/1/1953,Florida  
1978,DAL,D.D. Lewis,LB,10/16/1945,Mississippi State  
1978,DAL,Harvey Martin,DE,11/16/1950,Texas A&M-Commerce  
1978,DAL,Robert Newhouse,RB,1/9/1950,Houston  
1978,DAL,Drew Pearson,WR,1/12/1951,Tulsa  
1978,DAL,Preston Pearson,RB,1/17/1945,Illinois  
1978,DAL,Jethro Pugh,DT,7/3/1944,Elizabeth City State  
1978,DAL,Tom Rafferty,C,8/2/1954,Penn State  
1978,DAL,Tom Randall,OG,8/3/1956,Iowa State  
1978,DAL,Golden Richards,WR,12/31/1950,Brigham Young  
1978,DAL,Jay Saldi,TE,10/8/1954,South Carolina  
1978,DAL,Herbert Scott,OG,1/18/1953,Virginia Union  
1978,DAL,Rafael Septien,K,12/12/1953,Southwestern Louisiana  
1978,DAL,Jackie Smith,TE,2/23/1940,Northwestern State  
1978,DAL,Dave Stalls,DE,9/19/1955,Northern Colorado  
1978,DAL,Roger Staubach,QB,2/5/1942,Navy  
1978,DAL,Robert Steele,WR,8/2/1956,North Alabama  
1978,DAL,Dennis Thurman,DB,4/13/1956,Southern California  
1978,DAL,Mark Washington,DB,12/28/1947,Morgan State  
1978,DAL,Charlie Waters,DB,9/10/1948,Clemson  
1978,DAL,Danny White,QB,2/9/1952,Arizona State  
1978,DAL,Randy White,DT,1/15/1953,Maryland  
1978,DAL,Rayfield Wright,OT,8/23/1945,Fort Valley State  
1978,DEN,Lyle Alzado,DE,4/3/1949,Yankton  
1978,DEN,Otis Armstrong,RB,11/15/1950,Purdue  
1978,DEN,Bill Bain,OG,8/9/1952,Southern California  
1978,DEN,Billy Bryan,C,6/21/1955,Duke  
1978,DEN,Larry Canada,RB,12/16/1954,Wisconsin  
1978,DEN,Rubin Carter,DT,12/12/1952,Miami  
1978,DEN,Barney Chavous,DE,3/22/1951,South Carolina State  
1978,DEN,Bucky Dilts,P,12/6/1953,Georgia  
1978,DEN,Jack Dolbin,WR,10/12/1948,Wake Forest  
1978,DEN,Ron Egloff,TE,10/3/1955,Wisconsin  
1978,DEN,Larry Evans,LB,7/11/1953,Mississippi College  
1978,DEN,Steve Foley,DB,11/11/1953,Tulane  
1978,DEN,Tom Glassic,OG,4/17/1954,Virginia  
1978,DEN,Randy Gradishar,LB,3/3/1952,Ohio State  
1978,DEN,John Grant,DE,6/28/1950,Southern California  
1978,DEN,Maurice Harvey,DB,1/14/1956,Ball State  
1978,DEN,Paul Howard,OG,9/12/1950,Brigham Young  
1978,DEN,Glenn Hyde,C,3/14/1951,Pittsburgh  
1978,DEN,Bernard Jackson,DB,8/24/1950,Washington State  
1978,DEN,Tom Jackson,LB,4/4/1951,Louisville  
1978,DEN,Jon Keyworth,RB,12/15/1950,Colorado  
1978,DEN,Vince Kinney,WR,3/17/1956,Maryland  
1978,DEN,Don Latimer,DT,3/1/1955,Miami  
1978,DEN,Rob Lytle,RB,11/12/1954,Michigan  
1978,DEN,Brison Manor,DE,8/10/1952,Arkansas  
1978,DEN,Bobby Maples,C,12/28/1942,Baylor  
1978,DEN,Claudie Minor,OT,4/21/1951,San Diego State  
1978,DEN,Bob Moore,TE,2/12/1949,Stanford  
1978,DEN,Craig Morton,QB,2/5/1943,California  
1978,DEN,Haven Moses,WR,7/27/1946,San Diego State  
1978,DEN,Rob Nairne,LB,3/24/1954,Oregon State  
1978,DEN,Tom Neville,OT,8/12/1943,Mississippi State  
1978,DEN,Riley Odoms,TE,3/1/1950,Houston  
1978,DEN,Chris Pane,DB,5/19/1953,Cal State-Chico  
1978,DEN,Craig Penrose,QB,7/25/1953,San Diego State  
1978,DEN,Lonnie Perrin,RB,2/3/1952,Illinois  
1978,DEN,Dave Preston,RB,5/29/1955,Bowling Green  
1978,DEN,Joe Rizzo,LB,12/17/1950,Merchant Marine  
1978,DEN,Steve Schindler,OG,7/24/1954,Boston College  
1978,DEN,John Schultz,WR,6/10/1953,Maryland  
1978,DEN,Paul Smith,DT,8/13/1945,New Mexico  
1978,DEN,Bob Swenson,LB,7/1/1953,California  
1978,DEN,Billy Thompson,DB,10/10/1946,Maryland Eastern Shore  
1978,DEN,Godwin Turk,LB,10/15/1950,Southern  
1978,DEN,Jim Turner,K,3/28/1941,Utah State  
1978,DEN,Rick Upchurch,WR,5/20/1952,Minnesota  
1978,DEN,Norris Weese,QB,8/12/1951,Mississippi  
1978,DEN,Charlie West,DB,8/31/1946,Texas-El Paso  
1978,DEN,Louis Wright,DB,1/31/1953,San Jose State  
1978,DET,Jimmy Allen,DB,3/6/1952,UCLA  
1978,DET,Gary Anderson,OG,9/22/1955,Stanford  
1978,DET,Al Baker,DE,12/9/1956,Colorado State  
1978,DET,Karl Baldischwiler,OT,1/19/1956,Oklahoma  
1978,DET,Luther Blue,WR,10/21/1954,Iowa State  
1978,DET,Lynn Boden,OG,6/5/1953,South Dakota State  
1978,DET,Andy Bolton,RB,5/23/1954,Fisk  
1978,DET,Luther Bradley,DB,5/7/1955,Notre Dame  
1978,DET,Willie Brock,C,9/20/1955,Colorado  
1978,DET,Mike Burns,DB,4/6/1954,Southern California  
1978,DET,Dexter Bussey,RB,3/11/1952,Texas-Arlington  
1978,DET,Ken Callicutt,RB,8/20/1955,Clemson  
1978,DET,Karl Chandler,C,2/15/1952,Princeton  
1978,DET,Bill Cooke,DT,2/26/1951,Massachusetts  
1978,DET,Gary Danielson,QB,9/10/1951,Purdue  
1978,DET,Tony Daykin,LB,5/13/1955,Georgia Tech  
1978,DET,Dan Dickel,LB,8/24/1952,Iowa  
1978,DET,Homer Elias,OG,5/1/1955,Tennessee State  
1978,DET,Doug English,DT,8/25/1953,Texas  
1978,DET,Bill Fifer,OT,10/26/1955,West Texas A&M  
1978,DET,Amos Fowler,C,2/11/1956,Southern Mississippi  
1978,DET,Lawrence Gaines,RB,12/15/1953,Wyoming  
1978,DET,Dave Gallagher,DE,1/2/1952,Michigan  
1978,DET,William Gay,DE,5/28/1955,Southern California  
1978,DET,Dan Gray,DT,1/29/1956,Rutgers  
1978,DET,Donnie Green,OT,7/12/1948,Purdue  
1978,DET,Donnie Hickman,OG,6/11/1955,Southern California  
1978,DET,David Hill,TE,1/1/1954,Texas A&M-Kingsville  
1978,DET,James Hunter,DB,3/8/1954,Grambling  
1978,DET,Ray Jarvis,WR,2/2/1949,Norfolk State  
1978,DET,Rick Kane,RB,11/12/1954,San Jose State  
1978,DET,Horace King,RB,3/5/1953,Georgia  
1978,DET,Greg Landry,QB,12/18/1946,Massachusetts  
1978,DET,Tony Leonard,DB,2/28/1953,Virginia Union  
1978,DET,Willie McGee,WR,5/14/1950,Alcorn State  
1978,DET,Mike Montler,C,1/10/1944,Colorado  
1978,DET,Paul Naumoff,LB,7/3/1945,Tennessee  
1978,DET,Ed O'Neil,LB,9/8/1952,Penn State  
1978,DET,Brad Oates,OT,9/30/1953,Brigham Young  
1978,DET,Reggie Pinkney,DB,5/27/1955,East Carolina  
1978,DET,Ernie Price,DE,9/20/1950,Texas A&M-Kingsville  
1978,DET,Dave Pureifory,DE,7/12/1949,Eastern Michigan  
1978,DET,Joe Reed,QB,1/8/1948,Mississippi State  
1978,DET,Bruce Rhodes,DB,4/17/1952,San Francisco State  
1978,DET,Benny Ricardo,K,1/4/1954,San Diego State  
1978,DET,Ken Sanders,DE,8/22/1950,Howard Payne  
1978,DET,Freddie Scott,WR,8/5/1952,Amherst  
1978,DET,Tom Skladany,P,6/29/1955,Ohio State  
1978,DET,John Sokolosky,C,4/2/1956,Wayne State (MI)  
1978,DET,Tony Sumler,DB,4/10/1956,Wichita State  
1978,DET,Larry Tearry,C,4/24/1956,Wake Forest  
1978,DET,Nat Terry,DB,7/20/1956,Florida State  
1978,DET,Jesse Thompson,WR,3/12/1956,California  
1978,DET,Leonard Thompson,WR,7/28/1952,Oklahoma State  
1978,DET,Dave Washington,LB,9/12/1948,Alcorn State  
1978,DET,Charlie Weaver,LB,7/12/1949,Southern California  
1978,DET,Walt Williams,DB,7/10/1954,New Mexico State  
1978,DET,John Woodcock,DT,3/19/1954,Hawaii  
1978,GNB,John Anderson,LB,2/14/1956,Michigan  
1978,GNB,Bob Barber,DE,12/26/1951,Grambling  
1978,GNB,Carl Barzilauskas,DT,3/19/1951,Indiana  
1978,GNB,David Beverly,P,8/19/1950,Auburn  
1978,GNB,Elmo Boyd,WR,6/15/1954,Eastern Kentucky  
1978,GNB,Willie Buchanon,DB,11/4/1950,San Diego State  
1978,GNB,Mike Butler,DE,4/4/1954,Kansas  
1978,GNB,Jim Carter,LB,10/18/1948,Minnesota  
1978,GNB,Frank Chesley,LB,7/14/1955,Wyoming  
1978,GNB,Paul Coffman,TE,3/29/1956,Kansas State  
1978,GNB,Jim Culbreath,RB,10/21/1952,Oklahoma  
1978,GNB,Bobby Douglass,QB,6/22/1947,Kansas  
1978,GNB,Mike Douglass,LB,3/15/1955,San Diego State  
1978,GNB,Derrel Gofourth,OG,3/20/1955,Oklahoma State  
1978,GNB,Johnnie Gray,DB,12/18/1953,Cal State-Fullerton  
1978,GNB,Jim Gueno,LB,1/15/1954,Tulane  
1978,GNB,Leotis Harris,OG,6/28/1955,Arkansas  
1978,GNB,Estus Hood,DB,11/14/1955,Illinois State  
1978,GNB,Mike Hunt,LB,10/6/1956,Minnesota  
1978,GNB,Melvin Jackson,OG,5/5/1954,Southern California  
1978,GNB,Danny Johnson,LB,5/7/1955,Tennessee State  
1978,GNB,Ezra Johnson,DE,10/2/1955,Morris Brown  
1978,GNB,Terry Jones,DT,11/8/1956,Alabama  
1978,GNB,Greg Koch,OT,6/14/1955,Arkansas  
1978,GNB,Walt Landers,RB,7/4/1953,Clark Atlanta  
1978,GNB,James Lofton,WR,7/5/1956,Stanford  
1978,GNB,Steve Luke,DB,9/4/1953,Ohio State  
1978,GNB,Chester Marcol,K,10/24/1949,Hillsdale  
1978,GNB,Larry McCarren,C,11/9/1951,Illinois  
1978,GNB,Mike McCoy,DB,8/16/1953,Colorado  
1978,GNB,Rich McGeorge,TE,9/14/1948,Elon  
1978,GNB,Terdell Middleton,RB,4/8/1955,Memphis  
1978,GNB,Rick Nuzum,C,6/30/1952,Kentucky  
1978,GNB,Steve Odom,WR,9/5/1952,Utah  
1978,GNB,Dave Roller,DT,10/28/1949,Kentucky  
1978,GNB,Paul Rudzinski,LB,7/28/1956,Michigan State  
1978,GNB,Howard Sampson,DB,7/7/1956,Arkansas  
1978,GNB,Nate Simpson,RB,11/30/1954,Tennessee State  
1978,GNB,Gerald Skinner,OT,9/12/1954,Arkansas  
1978,GNB,Barty Smith,RB,4/23/1952,Richmond  
1978,GNB,Dennis Sproul,QB,7/17/1956,Arizona State  
1978,GNB,Timothy Stokes,OT,3/16/1950,Oregon  
1978,GNB,Willie Taylor,WR,12/9/1955,Pittsburgh  
1978,GNB,Aundra Thompson,WR,1/2/1953,Texas A&M-Commerce  
1978,GNB,Eric Torkelson,RB,3/23/1952,Connecticut  
1978,GNB,Walter Tullis,WR,4/12/1953,Delaware State  
1978,GNB,Steve Wagner,DB,4/18/1954,Wisconsin  
1978,GNB,Gary Weaver,LB,3/13/1949,Fresno State  
1978,GNB,David Whitehurst,QB,4/27/1955,Furman  
1978,IND,Mack Alston,TE,4/27/1947,Maryland Eastern Shore  
1978,IND,Ron Baker,OG,11/19/1954,Oklahoma State  
1978,IND,Mike Barnes,DT,12/24/1950,Miami  
1978,IND,Tim Baylor,DB,5/23/1954,Morgan State  
1978,IND,Lyle Blackwood,DB,5/2/1951,Texas Christian  
1978,IND,Forrest Blue,C,9/7/1944,Auburn  
1978,IND,Randy Burke,WR,5/26/1955,Kentucky  
1978,IND,Roger Carr,WR,7/1/1952,Louisiana Tech  
1978,IND,Fred Cook,DE,4/15/1952,Southern Mississippi  
1978,IND,Glenn Doughty,WR,1/30/1947,Michigan  
1978,IND,John Dutton,DT,2/6/1951,Nebraska  
1978,IND,Joe Ehrmann,DT,3/29/1949,Syracuse  
1978,IND,Wade Griffin,OT,8/7/1954,Mississippi  
1978,IND,Don Hardeman,RB,8/13/1952,Texas A&M-Kingsville  
1978,IND,Dwight Harrison,DB,10/12/1948,Texas A&M-Kingsville  
1978,IND,Ken Huff,OG,2/21/1953,North Carolina  
1978,IND,Marshall Johnson,WR,11/1/1952,Houston  
1978,IND,Bert Jones,QB,9/7/1951,Louisiana State  
1978,IND,Mike Kirkland,QB,6/29/1954,Arkansas  
1978,IND,George Kunz,OT,7/5/1947,Notre Dame  
1978,IND,Bruce Laird,DB,5/23/1950,American International  
1978,IND,Roosevelt Leaks,RB,1/31/1953,Texas  
1978,IND,David Lee,P,11/8/1943,Louisiana Tech  
1978,IND,Ron Lee,RB,9/17/1953,West Virginia  
1978,IND,Toni Linhart,K,7/24/1942,Austria Tech School  
1978,IND,Derrel Luce,LB,9/29/1952,Baylor  
1978,IND,Tom MacLeod,LB,1/10/1951,Minnesota  
1978,IND,Greg Marshall,DT,9/9/1956,Oregon State  
1978,IND,Reese McCall,TE,6/16/1956,Auburn  
1978,IND,Don McCauley,RB,5/12/1949,North Carolina  
1978,IND,Ken Mendenhall,C,8/11/1948,Oklahoma  
1978,IND,Don Morrison,OT,12/16/1949,Texas-Arlington  
1978,IND,Lloyd Mumphord,DB,12/20/1946,Texas Southern  
1978,IND,Doug Nettles,DB,8/13/1951,Vanderbilt  
1978,IND,Stu O'Dell,LB,11/27/1951,Indiana  
1978,IND,Calvin O'Neal,LB,10/6/1954,Michigan  
1978,IND,Ray Oldham,DB,2/23/1951,Middle Tennessee State  
1978,IND,Herb Orvis,DE,10/17/1946,Colorado  
1978,IND,Mike Ozdowski,DE,9/24/1955,Virginia  
1978,IND,Bob Pratt,OG,5/25/1951,North Carolina  
1978,IND,Dave Rowe,DT,6/20/1945,Penn State  
1978,IND,Sanders Shiver,LB,2/14/1954,Carson-Newman  
1978,IND,Mike Siani,WR,5/27/1950,Villanova  
1978,IND,Ed Simonini,LB,2/2/1954,Texas A&M  
1978,IND,Norm Thompson,DB,3/5/1945,Utah  
1978,IND,Bill Troup,QB,4/2/1951,South Carolina  
1978,IND,Bob Van Duyne,OG,5/15/1952,Idaho  
1978,IND,Joe Washington,RB,9/24/1953,Oklahoma  
1978,IND,Stan White,LB,10/24/1949,Ohio State  
1978,KAN,Tony Adams,QB,3/19/1950,Utah State  
1978,KAN,Zenon Andrusyshyn,P,2/25/1947,UCLA  
1978,KAN,Charlie Ane,C,8/12/1952,Michigan State  
1978,KAN,Mark Bailey,RB,12/13/1954,Long Beach State  
1978,KAN,Gary Barbaro,DB,2/11/1954,Nicholls State  
1978,KAN,Ed Beckman,TE,1/2/1955,Florida State  
1978,KAN,Horace Belton,RB,7/16/1955,Southeastern Louisiana  
1978,KAN,Larry Brown,OT,6/4/1955,Miami  
1978,KAN,Ted Burgmeier,DB,11/8/1955,Notre Dame  
1978,KAN,Tim Collier,DB,5/31/1954,Texas A&M-Commerce  
1978,KAN,Tom Condon,OG,10/26/1952,Boston College  
1978,KAN,Larry Dorsey,WR,8/15/1953,Tennessee State  
1978,KAN,Jimbo Elrod,LB,5/25/1954,Oklahoma  
1978,KAN,Charlie Getty,OT,7/24/1952,Penn State  
1978,KAN,Tim Gray,DB,11/11/1952,Texas A&M  
1978,KAN,Gary Green,DB,10/22/1955,Baylor  
1978,KAN,Matt Herkenhoff,OT,4/2/1951,Minnesota  
1978,KAN,Sylvester Hicks,DE,4/2/1955,Tennessee State  
1978,KAN,Tom Howard,LB,8/18/1954,Texas Tech  
1978,KAN,Charles Jackson,LB,3/22/1955,Washington  
1978,KAN,Stan Johnson,DT,6/18/1955,Tennessee State  
1978,KAN,Bill Kellar,WR,2/8/1956,Stanford  
1978,KAN,MacArthur Lane,RB,3/16/1942,Utah State  
1978,KAN,Dave Lindstrom,DE,11/16/1954,Boston University  
1978,KAN,Mike Livingston,QB,11/14/1945,Southern Methodist  
1978,KAN,Jeff Lloyd,DE,3/14/1954,West Texas A&M  
1978,KAN,Henry Marshall,WR,8/9/1954,Missouri  
1978,KAN,Larry Marshall,DB,3/2/1950,Maryland  
1978,KAN,Ted McKnight,RB,2/26/1954,Minnesota-Duluth  
1978,KAN,Jerrold McRae,WR,4/9/1955,Tennessee State  
1978,KAN,Ray Milo,DB,2/19/1954,New Mexico State  
1978,KAN,Arnold Morgado,RB,3/27/1952,Hawaii  
1978,KAN,Jim Nicholson,OT,2/28/1949,Michigan State  
1978,KAN,Ricky Odom,DB,9/16/1956,Southern California  
1978,KAN,Don Parrish,DT,4/6/1955,Pittsburgh  
1978,KAN,Whitney Paul,LB,10/8/1953,Colorado  
1978,KAN,Eddie Payton,RB,8/3/1951,Jackson State  
1978,KAN,Clyde Powers,DB,8/19/1951,Oklahoma  
1978,KAN,Tony Reed,RB,3/30/1955,Colorado  
1978,KAN,Dave Rozumek,LB,4/25/1954,New Hampshire  
1978,KAN,Jack Rudnay,C,11/20/1947,Northwestern  
1978,KAN,Tony Samuels,TE,12/30/1954,Bethune-Cookman  
1978,KAN,Clarence Sanders,LB,12/28/1952,Cincinnati  
1978,KAN,Bob Simmons,OG,7/7/1954,Texas  
1978,KAN,J.T. Smith,WR,10/29/1955,North Texas  
1978,KAN,Gary Spani,LB,1/9/1956,Kansas State  
1978,KAN,Jan Stenerud,K,11/26/1942,Montana State  
1978,KAN,Art Still,DE,12/5/1955,Kentucky  
1978,KAN,Emmitt Thomas,DB,6/3/1943,Bishop  
1978,KAN,Rod Walters,OG,2/27/1954,Iowa  
1978,KAN,Walter White,TE,7/19/1951,Maryland  
1978,MIA,John Alexander,DE,11/12/1955,Rutgers  
1978,MIA,Terry Anderson,WR,1/10/1955,Bethune-Cookman  
1978,MIA,Charlie Babb,DB,2/4/1950,Memphis  
1978,MIA,Larry Ball,LB,9/27/1949,Louisville  
1978,MIA,Carl Barisich,DT,7/12/1951,Princeton  
1978,MIA,Bob Baumhower,DT,8/4/1955,Alabama  
1978,MIA,Guy Benjamin,QB,6/27/1955,Stanford  
1978,MIA,Doug Betters,DE,6/11/1956,Nevada  
1978,MIA,Kim Bokamper,DE,9/25/1954,San Jose State  
1978,MIA,Jim Braxton,RB,5/23/1949,West Virginia  
1978,MIA,Norm Bulaich,RB,12/25/1946,Texas Christian  
1978,MIA,Jimmy Cefalo,WR,10/6/1956,Penn State  
1978,MIA,Rusty Chambers,LB,11/10/1953,Tulane  
1978,MIA,Sean Clancy,LB,10/22/1956,Amherst  
1978,MIA,Charles Cornelius,DB,7/27/1952,Bethune-Cookman  
1978,MIA,Mike Current,OT,9/17/1945,Ohio State  
1978,MIA,Gary Davis,RB,9/7/1954,Cal Poly-S.L.O.  
1978,MIA,Vern Den Herder,DE,11/28/1948,Central College (IA)  
1978,MIA,A.J. Duhe,LB,11/27/1955,Louisiana State  
1978,MIA,Tim Foley,DB,1/22/1948,Purdue  
1978,MIA,Larry Gordon,LB,7/8/1953,Arizona State  
1978,MIA,Bob Griese,QB,2/3/1945,Purdue  
1978,MIA,Bruce Hardy,TE,6/1/1956,Arizona State  
1978,MIA,Duriel Harris,WR,11/27/1954,New Mexico State  
1978,MIA,Leroy Harris,RB,7/3/1954,Arkansas State  
1978,MIA,Curtis Johnson,DB,6/22/1948,Toledo  
1978,MIA,Bob Kuechenberg,OG,10/14/1947,Notre Dame  
1978,MIA,Eric Laakso,OT,11/29/1956,Tulane  
1978,MIA,Jim Langer,C,5/16/1948,South Dakota State  
1978,MIA,Larry Little,OG,11/2/1945,Bethune-Cookman  
1978,MIA,Benny Malone,RB,2/3/1952,Arizona State  
1978,MIA,Bob Matheson,LB,11/25/1944,Duke  
1978,MIA,Loaird McCreary,TE,3/15/1953,Tennessee State  
1978,MIA,Mel Mitchell,OG,2/21/1953,Tennessee State  
1978,MIA,Nat Moore,WR,9/19/1951,Florida  
1978,MIA,Wayne Moore,OT,8/17/1945,Lamar  
1978,MIA,Ed Newman,OG,6/4/1951,Duke  
1978,MIA,Wally Pesuit,OG,3/4/1954,Kentucky  
1978,MIA,Bo Rather,WR,10/7/1950,Michigan  
1978,MIA,Earnest Rhone,LB,8/20/1953,Henderson State  
1978,MIA,George Roberts,P,6/10/1955,Virginia Tech  
1978,MIA,Bob Simpson,DE,3/29/1954,Colorado  
1978,MIA,Gerald Small,DB,8/10/1956,San Jose State  
1978,MIA,Don Strock,QB,11/27/1950,Virginia Tech  
1978,MIA,Norris Thomas,DB,5/3/1954,Southern Mississippi  
1978,MIA,Andre Tillman,TE,11/1/1952,Texas Tech  
1978,MIA,Steve Towle,LB,10/23/1953,Kansas  
1978,MIA,Rick Volk,DB,3/15/1945,Michigan  
1978,MIA,Delvin Williams,RB,4/17/1951,Kansas  
1978,MIA,Garo Yepremian,K,6/2/1944,  
1978,MIN,Nate Allen,DB,5/13/1948,Texas Southern  
1978,MIN,Matt Blair,LB,9/20/1950,Iowa State  
1978,MIN,Bobby Bryant,DB,1/24/1944,South Carolina  
1978,MIN,Greg Coleman,P,9/9/1954,Florida A&M  
1978,MIN,Steve Craig,TE,3/13/1951,Northwestern  
1978,MIN,Rick Danmeier,K,4/8/1952,Sioux Falls  
1978,MIN,Carl Eller,DE,2/25/1942,Minnesota  
1978,MIN,Chuck Foreman,RB,10/26/1950,Miami  
1978,MIN,Charlie Goodrum,OT,1/11/1950,Florida A&M  
1978,MIN,Wes Hamilton,OG,4/24/1953,Tulsa  
1978,MIN,Tom Hannon,DB,3/5/1955,Michigan State  
1978,MIN,Paul Harris,LB,12/19/1954,Alabama  
1978,MIN,Wally Hilgenberg,LB,9/19/1942,Iowa  
1978,MIN,Randy Holloway,DE,8/26/1955,Pittsburgh  
1978,MIN,Jim Hough,OG,8/4/1956,Utah State  
1978,MIN,Sammy Johnson,RB,9/22/1952,North Carolina  
1978,MIN,Mark Kellar,RB,7/17/1952,Northern Illinois  
1978,MIN,Tommy Kramer,QB,3/7/1955,Rice  
1978,MIN,Paul Krause,DB,2/19/1942,Iowa  
1978,MIN,Bob Lee,QB,8/7/1945,Pacific  
1978,MIN,Bob Lingenfelter,OT,9/1/1954,Nebraska  
1978,MIN,Jim Marshall,DE,12/30/1937,Ohio State  
1978,MIN,Brent McClanahan,RB,9/21/1951,Arizona State  
1978,MIN,Fred McNeill,LB,5/6/1952,UCLA  
1978,MIN,Kevin Miller,WR,3/21/1955,Louisville  
1978,MIN,Robert Miller,RB,1/9/1953,Kansas  
1978,MIN,Mark Mullaney,DE,4/30/1953,Colorado State  
1978,MIN,Frank Myers,OT,1/4/1956,Texas A&M  
1978,MIN,Alan Page,DT,8/7/1945,Notre Dame  
1978,MIN,Ahmad Rashad,WR,11/19/1949,Oregon  
1978,MIN,Steve Riley,OT,11/23/1952,Southern California  
1978,MIN,Jeff Siemon,LB,6/2/1950,Stanford  
1978,MIN,Lyman Smith,DT,9/24/1956,Duke  
1978,MIN,Scott Studwell,LB,8/27/1954,Illinois  
1978,MIN,Doug Sutherland,DT,8/1/1948,Wisconsin-Superior  
1978,MIN,Dennis Swilley,C,6/28/1955,North Texas  
1978,MIN,Fran Tarkenton,QB,2/3/1940,Georgia  
1978,MIN,Mick Tingelhoff,C,5/22/1940,Nebraska  
1978,MIN,Bob Tucker,TE,6/8/1945,Bloomsburg  
1978,MIN,John Turner,DB,2/22/1956,Miami  
1978,MIN,Stu Voigt,TE,8/12/1948,Wisconsin  
1978,MIN,Harry Washington,WR,7/30/1956,Colorado State  
1978,MIN,James White,DT,10/26/1953,Oklahoma State  
1978,MIN,Sammy White,WR,3/16/1954,Grambling  
1978,MIN,Phillip Wise,DB,4/25/1949,Nebraska-Omaha  
1978,MIN,Mike Wood,K,9/3/1954,Southeast Missouri State  
1978,MIN,Nate Wright,DB,12/21/1946,San Diego State  
1978,MIN,Ron Yary,OT,7/16/1946,Southern California  
1978,MIN,Rickey Young,RB,12/7/1953,Jackson State  
1978,NEW,Julius Adams,DE,4/26/1948,Texas Southern  
1978,NEW,Sam Adams,OG,9/20/1948,Prairie View A&M  
1978,NEW,Doug Beaudoin,DB,5/15/1954,Minnesota  
1978,NEW,Richard Bishop,DT,3/23/1950,Louisville  
1978,NEW,Greg Boyd,DE,9/15/1952,San Diego State  
1978,NEW,Pete Brock,C,7/14/1954,Colorado  
1978,NEW,Sidney Brown,DB,1/27/1956,Oklahoma  
